-1,7995153;-4,561126;-9,3062997;
-1,9770664;-4,9162201;-10,017133;
-2,1027332;-5,167553;-10,519887;
-2,2000795;-5,3622462;-10,916232;
-2,2795513;-5,5211907;-11,25068;
-2,3467055;-5,6555001;-11,602832;
-2,404853;-5,7717957;-11,777515;
-2,4561265;-5,874343;-12,278628;
-2,5019807;-5,966052;-11,66411;
-2,5434525;-6,0489955;-11,854806;
-2,5813069;-6,1247052;-12,002815;
-2,6161248;-6,1943391;-11,660741;
-2,6483573;-6,2588028;-11,570469;
-2,6783619;-6,3188127;-11,639838;
-2,7064269;-6,3749453;-11,765493;
-2,7327878;-6,4276613;-11,390018;
-2,7576398;-6,4773716;-11,488375;
-2,7811463;-6,5243811;-11,433321;
-2,8034456;-6,5689811;-11,433897;
-2,8246556;-6,6113974;-11,34838;
-2,8448778;-6,6518357;-11,2743;
-2,8642002;-6,6904691;-11,252521;
-2,8826993;-6,7274948;-11,499562;
-2,9004426;-6,7629553;-11,098647;
-2,9174893;-6,7970505;-11,659573;
-2,9338921;-6,8298772;-11,235225;
-2,9496978;-6,8614848;-11,494263;
-2,9649485;-6,8919654;-12,623973;
-2,9796818;-6,9214107;-11,082393;
-2,9939315;-6,9499739;-11,734665;
-3,0077286;-6,9775321;-11,429623;
-3,0211008;-7,0043243;-10,755614;
-3,0340735;-7,0301531;-11,04112;
-3,0466699;-7,0554493;-11,24366;
-3,1558696;-7,2736979;-10,665858;
-3,2430549;-7,447889;-10,231045;
-3,3156298;-7,5919224;-10,264684;
-3,3777956;-7,7162677;-10,407219;
-3,4321669;-7,8242237;-10,172699;
-3,4804823;-7,9245549;-10,488305;
-3,5239567;-8,0059677;-9,9958348;
-3,5634724;-8,0902797;-9,8878238;
-3,5996906;-8,1690562;-10,762413;
-3,6331196;-8,2172138;-9,857263;
-3,6641582;-8,3124389;-10,257157;
-3,6931258;-8,3735493;-10,811516;
-3,7202814;-8,4344124;-9,728982;
-3,7458385;-8,4973915;-9,4822623;
-3,7699749;-8,5223763;-9,3649186;
-3,7928402;-8,5643984;-9,2193191;
-3,8145616;-8,6566243;-9,8561139;
-3,8352482;-8,6326088;-9,3658603;
-3,854994;-8,602583;-9,0945629;
-3,873881;-8,7125104;-9,4572403;
-3,8919808;-8,5989285;-9,2298689;
-3,9093562;-8,9777805;-9,7071055;
-3,9260632;-8,6532729;-9,0989661;
-3,9421512;-8,7483749;-8,9423966;
-3,9576645;-8,8975365;-9,0194643;
-3,9726427;-9,1475235;-9,5361387;
-3,9871215;-9,0429003;-9,3063359;
-4,0011331;-9,1043658;-8,7567678;
-4,0147068;-9,4409449;-9,6348439;
-4,027869;-8,7046487;-9,0390571;
-4,040644;-8,6157329;-8,970287;
-4,053054;-9,6887464;-9,225946;
-4,0651192;-9,1525374;-8,5924136;
-4,0768582;-9,8884678;-8,8542165;
-4,0882883;-8,9978678;-8,6145549;
-4,0994252;-9,1833955;-8,70257;
-4,1102837;-8,8209811;-8,7532901;
-4,1208773;-8,9574065;-8,8505506;
-4,1312186;-9,318691;-10,785512;
-4,1413194;-9,8411619;-8,6012178;
-4,1511906;-8,405792;-8,9924312;
-4,1608424;-8,4161493;-8,5991476;
-4,1702844;-8,9830939;-8,5070461;
-4,1795255;-9,2015227;-9,7899803;
-4,188574;-8,7077553;-8,5649239;
-4,1974378;-8,7111005;-8,868431;
-4,2061243;-9,5572728;-9,150818;
-4,2146405;-8,382306;-8,8116793;
-4,2229929;-9,0692357;-8,6602265;
-4,2311877;-8,3663158;-8,490822;
-4,2392307;-8,7413701;-8,4316255;
-4,2471275;-9,5162547;-9,0307434;
-4,2548832;-9,3546402;-8,9479429;
-4,2625029;-8,3931042;-8,9081422;
-4,2699911;-8,9028752;-8,6882604;
-4,2773525;-8,896372;-8,5891114;
-4,2845911;-9,0390764;-8,4643546;
-4,2917111;-8,2687708;-8,4464308;
-4,2987162;-8,5408501;-8,1633073;
-4,3056102;-8,4981574;-9,2029285;
-4,3123964;-8,3285143;-8,4380869;
-4,3190782;-8,2134666;-8,8598958;
-4,3256587;-8,9620743;-8,2157363;
-4,332141;-8,1864518;-8,3383334;
-4,338528;-8,2583622;-8,3223789;
-4,3448224;-8,1986817;-8,7371657;
-4,3510269;-8,4951074;-8,6869211;
-4,357144;-8,3363483;-8,4720529;
-4,3631762;-10,430649;-8,4137553;
-4,3691256;-8,0282041;-8,0954881;
-4,3749947;-8,5819836;-8,1278087;
-4,3807856;-8,3849607;-8,0018325;
-4,3865002;-8,083134;-10,377573;
-4,3921406;-8,2840333;-8,2091328;
-4,3977087;-8,1484887;-8,7293769;
-4,4032063;-8,1867537;-8,1987024;
-4,4086352;-8,2440221;-8,0482295;
-4,4139971;-8,2682705;-8,2183852;
-4,4192935;-8,165003;-8,4641494;
-4,4245262;-8,7037583;-8,2326656;
-4,4296966;-9,0381327;-8,1876274;
-4,4348061;-9,2349095;-8,5306733;
-4,4398562;-8,6375942;-8,3260693;
-4,4448483;-7,8232712;-7,9959214;
-4,4497836;-8,2745061;-8,7273631;
-4,4546635;-8,6762799;-7,9387623;
-4,4594891;-7,937962;-7,9117184;
-4,4642617;-8,0638959;-7,9752428;
-4,4689825;-7,9334095;-7,9098188;
-4,4736524;-7,9543754;-8,3204961;
-4,4782727;-8,1212932;-7,9506732;
-4,4828444;-9,6932722;-8,2646814;
-4,4873684;-8,671603;-8,6719574;
-4,4918458;-8,2199349;-8,0019753;
-4,4962775;-7,9550564;-8,106725;
-4,5006645;-7,9519068;-9,4050921;
-4,5050075;-8,0541819;-8,1152358;
-4,5093076;-9,0821256;-8,1977575;
-4,5135655;-8,2599824;-8,8030531;
-4,5177821;-9,4394667;-7,9885124;
-4,5219581;-7,9019964;-8,0870373;
