0;0;0;
0,3;0,9973;5,75229;
0,6;0,999989;-18,9876;
0,9;1;74,1038;
1,2;1;-235,089;
1,5;1;691,107;
1,8;1;-1 867,5;
2,1;1;4 774,13;
2,4;1;-11 663,5;
2,7;1;27 551,2;
3;1;-63 364,5;
3,3;1;142 720;
3,6;1;-316 107;
